            lon             lat
--------------- ---------------
  91.6482726085  -16.8910768394
 193.0148349219   20.8350212686
 163.3299621301   -8.6198238453
 140.5199881539   16.6207598649
 103.8666076130   66.3618780207
   0.9216461240   64.9809208731
  27.6808868680  -67.1975629641
   8.6235140664   42.4607029979
  34.0661460492   15.3618652389
  99.2984922746   43.8971960370
  20.8846479098    9.1224188349
 111.1146586386    2.6190746407
 106.5208793167  -53.2424563508
 136.6512652421   -3.5451598641
 226.9840423599   -2.0210624990
 320.0208654213   -8.0351053845
  78.1136915631   13.6377996975
  73.8489660219  -10.0429401106
  82.3355431455  -48.6919465625
  35.5153838880   25.8363938782
  69.4078268677   55.2823122515
  80.5199062879   35.9366639707
 263.7944365650   49.1653450263
 265.7808248357  -13.2113857246
 177.8652615808   58.4412792043
  73.1928405562   32.8667699439
  15.5851919056  -76.4565405215
   6.8832506420   30.8742653424
  48.6452219718    5.9415962490
 207.1172009315  -42.9590952781
  89.4493236019  -84.6516368049
  82.7082890546   17.9635975050
  66.8683538969  -29.5794167401
 120.2468726530  -13.7930510762
 295.5284405222    0.1455782337
 288.2853300824   76.8362179694
  79.7901730785   66.4254059764
 131.8591562981  -50.1251107414
  71.9884943140  -21.4631802981
  46.3228358393   27.9832956325
  94.6559615814   18.8054800498
 142.7122312666   65.1432248621
 357.1387671297  -23.7920273441
 148.6812479486  -37.4460401475
 280.0562056804  -33.6979512214
 177.0826021941    8.1967550480
 177.2975135896   66.6567233643
 278.8994760187   22.3745995355
  21.7874321006   25.3278144116
 163.5184427140  -11.1903781934
 299.4836596246   63.5076722149
 131.3274007013   19.6302176921
  27.4848138851    4.0403755711
  56.8993682861  -47.0064866008
  82.3976828020   61.6109574289
 146.0614077716   -1.8835279705
 240.6376903764   72.1214731032
 185.3929455750   41.4610093735
 308.5600180762  -29.0667164719
  72.4410122697  -28.5923784890
 181.2591843395   43.4328865885
 278.3772563034  -20.6879196703
 338.8371737537   70.0138178001
 240.1987655357  -43.2421544605
 191.1675115842  -55.4370778482
 358.3875476594   20.0710729374
 103.5640236296   24.2640203971
  38.3560921080   77.9067707008
 114.9557230515    7.4588159054
   6.6483464176   49.9758469707
   7.3032563516  -44.5450050986
 290.9139081921   21.9426725832
 198.4224586990   31.2314447350
  71.5265495270   36.6102247007
