            lon             lat
--------------- ---------------
 322.3631630272   24.0170130302
 121.6839463499   47.3523796493
  52.5613386865   57.3235047644
 318.8779043325   82.6725710390
 222.2280685703   35.9458912100
 215.8243142670   -1.1905803508
 359.4826715580  -29.7329327295
 232.8568460744  -16.8464184736
 269.1070447398  -15.5149878981
 250.0689173391   43.6257955245
 268.5134542549  -29.8101607815
 313.8273260970   50.5899069266
 358.9800226983    8.6865861710
 357.0959778881   64.1901193005
 106.7934869664    9.0313916189
 170.6343216347  -76.0640812045
 285.7959749383   23.8495861573
 307.6708670191   11.7078293999
 345.5457388394    0.2672096551
 260.1962961199   -9.5180667973
 239.5835084233   23.1540278107
 261.5789017897   30.0139188433
 166.4567889475   -0.8266638277
 108.5544564795  -30.9070856877
 179.9467162786   45.6799919123
 264.2031944647   23.6529214837
  10.8187513711  -28.6525499395
 239.9178242789  -26.5044686291
 283.6900311619   -6.0895726863
  61.8175535297    6.4829549336
  17.5591612061  -17.1233625479
 282.3824525411   29.2284312268
 323.1824257470   -1.9493367284
 341.9009874064   46.9329743894
 141.3835298742  -52.8816477946
 193.9274104301    9.6328541092
 226.8608663526   27.2106595838
  11.8909317231   18.5202401243
 317.5278945355    5.4844891569
 262.3833783304    0.1084327184
 284.2543092042   40.4919247467
 205.0470707912   44.7780705053
 305.5544554826  -62.1644546232
  23.5462803986   32.5143305652
  84.0837973319  -46.0620067434
  94.2013687970   58.9132896962
 187.4330875535   39.5694676644
 151.6568182445  -26.4757447101
 253.9349297798  -20.3332405756
  50.7001115625   54.9637867229
 190.2366821728   -3.6692055156
 291.0584019424   74.9218725132
 277.0172762011  -26.2731770610
 337.4434068389  -14.8084364554
 231.9199972428   29.3631804081
  18.8341041649   68.0536379361
 183.4961083392   18.0231470537
 154.5841188307   51.3793378745
  80.7227929046  -70.6967712042
 324.2079557194    2.9121113394
 159.6369301622   53.2937391583
 102.5200780515  -44.2561086006
 206.1998441567    0.4080772915
  71.3517516101  -15.5777395785
  45.5539925055    5.8903866667
 241.2931462779  -39.6918679956
 278.0058241129   49.3780158334
 214.1737481802   15.7097358948
 309.5243460726   56.2030116821
 226.8897246042  -11.8523145225
 338.1826044939  -48.9002035597
 160.0502049507  -34.9663281742
 136.7995823346   43.0330381151
 259.9460281074   22.8829312900
 189.0737425624   17.9042788403
  81.0318264930    7.3618263315
  88.3868987586  -27.9718522943
 284.6405574654   -8.5791798028
 160.3101874466  -34.4396780677
 346.5797734409  -43.1204657622
 351.6596024416  -30.0174467496
 201.8329703808   20.9838677479
  90.4574146714   22.5829727027
 264.3544365404   45.5356811984
 140.0716352846   34.0421385602
 162.6417078409  -32.9404089824
  82.0049054085   -3.0458974170
 125.1397639622    2.7142740975
 179.7651864140  -73.8288186619
 109.6405984155   -5.7002959124
 277.4983119848  -34.9671021705
 280.7639410745   -8.6753255815
 305.2507740408   -4.8567749423
 294.6593052723   60.1875436909
  16.9212555942   50.6309760573
 337.6818525560  -31.4771706900
 109.4671214994  -36.9698835847
 292.9421277286   11.4579805761
