            lon             lat
--------------- ---------------
  91.6482754429  -16.8911456576
 193.0148118418   20.8350350176
 163.3299747952   -8.6198452274
 140.5199754380   16.6207147262
 103.8665772076   66.3618107893
   0.9217961069   64.9809219042
  27.6807422253  -67.1975934911
   8.6235791168   42.4606947888
  34.0661646123   15.3618284034
  99.2984862341   43.8971278975
  20.8846608885    9.1223962080
 111.1146603970    2.6190098394
 106.5209061250  -53.2425228913
 136.6512710683   -3.5452083682
 226.9840465449   -2.0210132347
 320.0208604650   -8.0350595422
  78.1136982148   13.6377328391
  73.8489650578  -10.0430056578
  82.3355334535  -48.6920146120
  35.5154141741   25.8363556172
  69.4078672319   55.2822486465
  80.5199186644   35.9365965254
 263.7944280353   49.1654133193
 265.7808288058  -13.2113169660
 177.8651523867   58.4412746596
  73.1928573650   32.8667047450
  15.5849166231  -76.4565574369
   6.8832941363   30.8742591929
  48.6452295111    5.9415459370
 207.1172614001  -42.9590652529
  89.4493014986  -84.6517057928
  82.7082952729   17.9635295820
  66.8683403031  -29.5794793357
 120.2468835996  -13.7931113941
 295.5284429039    0.1456413697
 288.2854163915   76.8362839785
  79.7902083515   66.4253386949
 131.8592126153  -50.1251631646
  71.9884879909  -21.4632451735
  46.3228644980   27.9832473345
  94.6559631206   18.8054113940
 142.7121184823   65.1431815945
 357.1387392532  -23.7920219855
 148.6812951189  -37.4460773633
 280.0562011585  -33.6978828804
 177.0825949865    8.1967497907
 177.2973571883   66.6567181057
 278.8994819498   22.3746680105
  21.7874652478   25.3277908177
 163.5184584214  -11.1903993531
 299.4837263974   63.5077331937
 131.3273877955   19.6301648337
  27.4848208273    4.0403455985
  56.8993289877  -47.0065433597
  82.3977060988   61.6108895755
 146.0614124014   -1.8835678382
 240.6375826930   72.1215320852
 185.3928874988   41.4610139451
 308.5599972953  -29.0666613162
  72.4410027335  -28.5924435723
 181.2591217961   43.4328861859
 278.3772555192  -20.6878510569
 338.8373505879   70.0138446299
 240.1988016436  -43.2420953420
 191.1676129256  -55.4370660530
 358.3875752393   20.0710769644
 103.5640199967   24.2639531370
  38.3563525091   77.9067296826
 114.9557222845    7.4587527949
   6.6484305962   49.9758411295
   7.3031912894  -44.5450120607
 290.9139196896   21.9427377468
 198.4224213078   31.2314647353
  71.5265698486   36.6101601678
 244.7840586159   77.3179731090
 218.0684967019  -26.0877392477
 258.8597176853  -29.7989566535
  46.6501478551    4.1702021819
 290.6958937271   22.4740563182
  11.4870344310  -52.2656857423
  31.3909673407  -60.6055573430
 171.7666718573   88.9474741233
 208.1843109292  -11.0249882260
  99.4056204072   33.5593424332
 209.1193323790   33.6741236615
 291.1694345301   24.8870453508
 229.2652588684  -29.4368750090
 239.2106166648   12.9904387334
 321.2059103036   -5.0030463851
 241.8154958854   -4.4376309117
  19.7565977322    0.0242074977
  45.1568524182    7.7048540200
  57.1753962093  -13.8169294043
 116.2178974403   16.1341755267
 143.7476289958  -19.1838071420
  32.0919319621  -48.5193893571
 272.0063849220  -14.0655555410
  68.3514306700    3.3070755545
  57.2767857255  -33.4958923292
 126.4508671748  -46.5836996947
 277.0019868280  -37.6771732395
 188.1946841761   15.1498359206
  89.6522366980   54.1269710846
 144.2032613602  -37.3714005210
 248.6109767534  -55.2616593437
 295.3133319600   34.1253049776
  10.8327582107   27.8351462409
  69.5597877923   -7.1208560766
  14.2035735647   47.5995005789
  45.5950929578   75.2852839018
 335.9353244726   -6.8285192804
 160.4978678411   14.6084085139
  11.6149467234  -47.7920074669
 264.1147162117   33.4064290871
  87.9402037917  -80.9898216841
  41.0314236546  -64.2752456965
  70.9021425096   52.4525708202
 290.4662434846   50.2593041568
 355.4714342797   20.0844172643
 290.3130253524   17.8554052281
  85.1918228296  -23.4802866074
 290.9299249873   53.7406068002
 141.8161389932  -47.0900324857
 309.8781980493    9.2416376705
   6.3948282318   58.1974612817
   5.4292789424  -59.8204394013
 224.4648566630   46.7939848621
 189.3670887256    3.7927373280
 136.8705311367   -9.4193921092
 220.9517986016   73.4347236182
 142.7960022827   51.9884262845
 109.3315559906  -81.3229026835
  33.7634587391   36.3084599504
  47.2336191922   32.1575240880
 354.6961670050    0.3643297112
 183.9918961638   51.9389878239
 328.1711037103  -76.4216083660
  18.9372279700  -49.9704072847
  15.6321839338  -10.0383837725
 160.0099949372  -13.0386691419
 209.3050237868   12.6784128226
   9.7833975149   61.2027730691
 284.0550829859  -16.0974004367
 138.4697977895    9.8920140634
 176.0171611928  -22.8082184218
 102.4312758922   14.3878715876
 246.9212589597  -14.6178361968
 344.9706813495   62.9954860119
 275.7839581805   24.3794286918
 268.9156832088   11.7240196908
 344.7513035146  -42.1219634754
 333.4098368765   -3.6941481286
 254.6607207952  -20.5565772979
 167.7486588119  -75.8881105809
 221.2933102172  -36.9384080647
  40.4420439054  -54.2135174400
  29.1688285798  -28.8113260697
 347.7796977687  -60.7235577427
 134.3347650386  -58.4490409177
 108.6272655555   55.9685148496
 129.8675427223   41.4704014591
 306.9502580127  -54.5228507972
 255.9215546158    8.9309189347
 177.9828336239   51.4370801653
  91.3243919685   59.9090315522
 344.1444937731   14.5089676033
   6.1875188989  -30.0560503058
 319.5714543685  -25.5647993232
 223.2334904526   41.4368160530
  77.6223807745   17.5400718949
  84.9499628055   -8.5005485235
 163.4082954276   15.7751921798
 107.6921687528  -25.9707724856
  29.2508784514  -28.3650125212
  81.2555337305   32.9292234064
 271.4161503778   -9.1510923040
  70.2024084604  -17.6786921360
  33.4987636946  -32.3481204284
  95.3862236069  -26.1768380586
 109.1590492160  -34.1300410942
 119.6974882730   -0.6864750830
 226.6936289904    4.2663098983
  74.7478251763  -70.8877703588
 205.4743958528  -50.8350311161
 240.4792094501  -49.0684368866
  13.7687404553    0.8386869325
 273.6578688786  -71.5325468537
 354.7584087743    9.6894300785
 287.5825939923    9.9378653702
 306.9154134909  -44.8127663273
  83.9439378934   24.0709948317
  75.9392847758   16.9956175536
 163.0005531983  -23.7672069096
 309.5630389185  -65.7900874990
   6.6725470903   -4.3340991953
 246.0745031526  -33.6914773311
 290.2202531766  -28.2197240839
 178.5026604265   63.4886098750
 172.2197949418    7.9326453903
 316.7737106073   38.5903257658
 324.7029203689  -32.8025335338
 243.7068271385   20.3517231069
 272.9211435589   16.5669295156
  37.8155913807  -16.4976096648
 165.5290000361   39.6781393053
