            lon             lat
--------------- ---------------
  91.6482754429  -16.8911456579
 193.0148118417   20.8350350176
 163.3299747953   -8.6198452275
 140.5199754380   16.6207147260
 103.8665772074   66.3618107890
   0.9217961076   64.9809219042
  27.6807422247  -67.1975934912
   8.6235791170   42.4606947888
  34.0661646124   15.3618284033
  99.2984862341   43.8971278972
  20.8846608886    9.1223962079
 111.1146603970    2.6190098391
 106.5209061251  -53.2425228916
 136.6512710684   -3.5452083684
 226.9840465450   -2.0210132345
 320.0208604649   -8.0350595420
  78.1136982148   13.6377328388
  73.8489650578  -10.0430056580
  82.3355334534  -48.6920146122
  35.5154141742   25.8363556171
  69.4078672321   55.2822486463
  80.5199186644   35.9365965251
 263.7944280352   49.1654133196
 265.7808288058  -13.2113169657
 177.8651523862   58.4412746596
  73.1928573651   32.8667047447
  15.5849166219  -76.4565574369
   6.8832941365   30.8742591929
  48.6452295111    5.9415459368
 207.1172614004  -42.9590652528
  89.4493014985  -84.6517057930
  82.7082952729   17.9635295818
  66.8683403031  -29.5794793360
 120.2468835996  -13.7931113943
 295.5284429039    0.1456413700
 288.2854163919   76.8362839788
  79.7902083516   66.4253386946
 131.8592126156  -50.1251631648
  71.9884879908  -21.4632451738
  46.3228644981   27.9832473343
  94.6559631206   18.8054113938
 142.7121184818   65.1431815944
 357.1387392531  -23.7920219855
 148.6812951191  -37.4460773635
 280.0562011585  -33.6978828801
 177.0825949865    8.1967497906
 177.2973571876   66.6567181056
 278.8994819498   22.3746680108
  21.7874652480   25.3277908176
 163.5184584215  -11.1903993532
 299.4837263977   63.5077331940
 131.3273877955   19.6301648335
  27.4848208273    4.0403455984
  56.8993289875  -47.0065433599
  82.3977060989   61.6108895752
 146.0614124015   -1.8835678384
 240.6375826925   72.1215320855
 185.3928874985   41.4610139451
 308.5599972952  -29.0666613160
  72.4410027334  -28.5924435726
 181.2591217959   43.4328861859
 278.3772555192  -20.6878510566
 338.8373505886   70.0138446300
 240.1988016437  -43.2420953417
 191.1676129260  -55.4370660530
 358.3875752394   20.0710769644
 103.5640199966   24.2639531367
  38.3563525103   77.9067296824
 114.9557222845    7.4587527946
   6.6484305966   49.9758411295
   7.3031912891  -44.5450120607
 290.9139196896   21.9427377471
 198.4224213076   31.2314647354
  71.5265698487   36.6101601676
 244.7840586153   77.3179731093
 218.0684967020  -26.0877392476
 258.8597176854  -29.7989566532
  46.6501478551    4.1702021817
 290.6958937271   22.4740563185
  11.4870344306  -52.2656857424
  31.3909673403  -60.6055573431
