            lon             lat
--------------- ---------------
 322.7499322824   24.1673090728
 122.2995853414   47.2529678205
  53.2364484545   57.4401060242
 318.3151966697   82.8143574156
 222.5753698420   35.8037286238
 216.2660619992   -1.3460031607
 359.9236213382  -29.5420782177
 233.3421875068  -16.9625582349
 269.5993674029  -15.5190861656
 250.3379873430   43.5593781883
 269.0621087164  -29.8161473504
 314.0975214382   50.7209321669
 359.4185877769    8.8773484456
 357.5126154141   64.3805515117
 107.2616507001    8.9773862219
 170.9416648079  -76.2522069729
 286.1539026791   23.9002342065
 308.0785901980   11.8234399543
 345.9847311221    0.4516940380
 260.6671937466   -9.5517018569
 239.9529234396   23.0563030390
 261.9094017424   29.9846154191
 166.8952705411   -1.0118862923
 108.8849132055  -30.9664805318
 180.3873663821   45.4892449820
 264.5595016589   23.6323205151
  11.2391813197  -28.4648350341
 240.4394063906  -26.6010699673
 284.1491208273   -6.0455516633
  62.2759219019    6.5741204402
  17.9811352546  -16.9410227650
 282.7172812521   29.2679989884
 323.6255254771   -1.7972902978
 342.2753405421   47.1138863826
 141.6633486280  -53.0298616636
 194.3591536336    9.4473719683
 227.2292624290   27.0792518476
  12.3430370227   18.7071893456
 317.9546097707    5.6244071680
 262.8224114173    0.0819437167
 284.5353409021   40.5374789558
 205.4076464135   44.6046961765
 306.2880187070  -62.0540469516
  24.0336035338   32.6896737563
  84.3261906895  -46.0407773309
  94.9560917864   58.8999923530
 187.8530242322   39.3801561903
 152.0501547148  -26.6431009435
 254.4422131308  -20.3871129150
  51.3495616466   55.0852643438
 190.6780899279   -3.8572017388
 290.8324343601   74.9882544129
 277.5501501293  -26.2509120771
 337.9022369117  -14.6326393828
 232.2754908846   29.2444661465
  19.4246369887   68.2344696045
 183.9319818748   17.8326442067
 155.1266630401   51.2074972246
  80.6255930707  -70.6638940145
 324.6414031326    3.0661824873
 160.1662131231   53.1152833846
 102.7772503294  -44.2959874561
 206.6386583118    0.2363337080
  71.7407401233  -15.5154719843
  46.0073254212    6.0248572162
 241.8712447684  -39.7844210366
 278.2245823083   49.4030340774
 214.5833487420   15.5511841865
 309.7418520496   56.3231943429
 227.3582722322  -11.9835819003
 338.7041279111  -48.7233860171
 160.4428663480  -35.1452958668
 137.3610794621   42.8946724106
 260.3062457262   22.8483133330
 189.5037188963   17.7156892168
  81.4953747691    7.3927371504
  88.7247866379  -27.9650797746
 285.1077305961   -8.5320711842
 160.7043140269  -34.6189451672
 347.0614635656  -42.9350565742
 352.1155040229  -29.8287651629
 202.2456003358   20.8063072502
  90.9759360839   22.5825335417
 264.6005687551   45.5154054429
 140.5938751318   33.8965392635
 163.0431023206  -33.1221955022
  82.4340731185   -3.0181264022
