# ra, dec, glon, glat, ecliptic_x, ecliptic_y
     169.9102783203125000,       33.1702651977539062,      190.3903729435969581,       69.3061277584140498,      156.8607430403546914,       26.3369901650971521
     194.0433807373046875,       74.2096557617187500,      122.4920589525484473,       42.9145495247246771,      129.3298524452766003,       65.3847866315258699
     265.3268432617187500,       -4.9840545654296875,       20.2268769915447670,       13.1487012028026928,      265.0938182034192323,       18.3756844751549373
      67.7786865234375000,       -6.3359909057617188,      201.6503999018429738,      -33.9660186335769438,       64.8408148360459506,      -27.8550985551686132
     357.6634521484375000,      -89.6958999633789062,      303.0217209908304881,      -27.4216884997477095,      270.7634438146578759,      -66.5464537484908334
     190.9616546630859375,       21.6739959716796875,      284.9497114019009132,       84.2787918755416712,      180.9555879322254839,       24.1507981639630103
      28.1998023986816406,       74.4233703613281250,      127.0975456030848392,       12.0500126389109248,       64.6531762943283610,       56.4403014688195910
     276.9265441894531250,       75.7723541259765625,      106.9065372328767864,       27.6847856223474160,       79.6146972905897314,       80.5363899007088975
      89.0669250488281250,      -43.0905799865722656,      249.6306904859638394,      -27.8045188609809841,       88.2893043039745606,      -66.5243303300402147
       8.2892646789550781,      -84.7904281616210938,      303.4224535311049635,      -32.3203996080931262,      283.1653511017541405,      -66.7656926878291301
     123.9207077026367188,      -10.3319931030273438,      232.1944780354642717,       13.4657147915540367,      129.0125964425485279,      -29.2932259997023117
     135.2279510498046875,      -48.1948204040527344,      268.6569433688935078,       -1.2769646253882760,      164.1643291653524557,      -60.5346460730653462
     167.2547149658203125,       -6.6785125732421875,      262.9530936625236563,       48.0828834295349878,      170.9224519738974379,      -11.1782849346150499
      47.1631164550781250,      -21.5428085327148438,      210.3587887171198645,      -58.3493980493457016,       37.1822518844279841,      -37.4599488832510517
     282.9014892578125000,      -61.6611938476562500,      334.1522495028773960,      -23.6811577804026534,      277.7909109677051447,      -38.5703743199617577
      88.3399200439453125,      -16.6260299682617188,      221.8228437764331602,      -20.1371603299603841,       87.9217299636514014,      -40.0533456387341005
     118.5404510498046875,      -41.8193016052246094,      256.6154426846518390,       -7.1677502852360053,      136.7089954301048351,      -60.7132102162221301
     162.0017852783203125,      -84.2452087402343750,      299.7487081918014837,      -22.1528013843162732,      255.4470398487135299,      -67.6958497380206268
     196.5914154052734375,      -26.0435180664062500,      307.1150221790473438,       36.7069558979160391,      205.4633824880752400,      -17.5040872190775865
     126.6252670288085938,       61.9628753662109375,      154.5351373255197984,       34.8240911318852824,      111.9102276150702409,       41.2810856821018248
      23.3042869567871094,      -12.7683029174804688,      159.2373014132020614,      -72.6256945206058475,       16.5447331247521952,      -20.8698708759720120
      56.7717857360839844,      -69.0267181396484375,      283.7463732752613623,      -40.9395126028474934,      333.7507764873877818,      -77.3679136738068536
     329.5580749511718750,       50.3759155273437500,       96.9409525823524092,       -3.5457880994473445,        1.0341533953032498,       56.6385098528102588
      38.5514106750488281,       16.2351226806640625,      155.8349304752102285,      -39.9812203122780474,       41.3236602665866570,        1.0596735087594833
     205.4951477050781250,      -52.1887741088867188,      310.7564913908956896,        9.9134418915699101,      225.1550387592944844,      -38.3070946848945155
     304.0034179687500000,      -18.9466705322265625,       24.3326330717918538,      -26.8520974514721118,      301.9375831165756949,        0.8020310026643518
     324.1960144042968750,      -37.0199623107910156,        6.7005136249162573,      -48.0625836574860870,      314.1070857886107319,      -21.5068142629133909
     293.5755310058593750,      -73.6233673095703125,      321.3901583668871922,      -28.9563330629975226,      280.3291771603330176,      -51.0292037831101979
